Country,City,Capital,Population,Winter,Summer,Year,Latitude,Longitude
Myanmar,Mandalay,0,1225546,0,0,0,21.981274600000003,96.082375
Myanmar,Nay Pyi Taw,1,1160242,0,0,0,19.7540045,96.13449759999999
Myanmar,Yangon,0,5211431,0,0,0,16.7967129,96.1609916
Netherlands,Amsterdam,1,821752,0,2,1992,52.3727598,4.8936041
New Zealand,Auckland,0,1695900,0,0,0,-36.852095,174.76318030000002
Niger,Niamey,1,1026848,0,0,0,13.524834,2.109823
North Korea,Pyongyang,1,2581076,0,0,0,39.019474100000004,125.75338799999999
Norway,Lillehammer,0,0,2,0,1994,61.13334079999999,10.426585544131413
Norway,Oslo,1,634293,2,0,2022,59.913330099999996,10.7389701
Pakistan,Faisalabad,0,3203846,0,0,0,31.422055800000003,73.0923253
Pakistan,Gujranwala,0,2027001,0,0,0,32.1525312,74.1933745
Pakistan,Hyderabad,0,1732693,0,0,0,25.3801017,68.3750376
Pakistan,Islamabad,1,1014825,0,0,0,33.6938118,73.0651511
Pakistan,Karachi,0,14910352,0,0,0,25.1446897,67.18477673157341
Pakistan,Lahore,0,11126285,0,0,0,31.565607899999996,74.3141775
Pakistan,Multan,0,1871843,0,0,0,30.1979793,71.4724978
Pakistan,Peshawar,0,1970042,0,0,0,34.012384600000004,71.5787458
Pakistan,Quetta,0,1001205,0,0,0,30.1891852,67.0184433
Pakistan,Rawalpindi,0,2098231,0,0,0,33.6038766,73.048136
Panama,Ciudad De Panamá,1,1107085,0,0,0,8.9714493,-79.53418020000001
Paraguay,Asunción,1,2887087,0,0,0,-25.280045899999998,-57.6343814
Peru,Lima,1,10350721,0,0,0,-12.0621065,-77.03652559999999
Philippines,Caloocan,0,1583978,0,0,0,14.6571285,120.98410700000001
