,Country,City,Cluster Labels,Capital,Population,Winter,Summer,Year,Latitude,Longitude,Arts And Entertainment,Food,Nightlife,Outdoors And Recreation,Map_Color,Cluster_Color
280,South Korea,Daegu,3,0,2465268,0,0,0,35.8713,128.6018,18.65922893575871,20.28177058234642,2.8394478815284994,24.743760110462638,#A0A0A0,#dbb40c
281,South Korea,Daejeon,3,0,1531256,0,0,0,36.3496,127.3848,28.08152261933994,53.5508105764157,5.2244693245283615,49.63245858301943,#A0A0A0,#dbb40c
282,South Korea,Gwangju,3,0,1500977,0,0,0,35.159577500000005,126.8515089,20.653214539596544,32.645403627104216,2.664930908335038,29.314239991685415,#A0A0A0,#dbb40c
283,South Korea,Incheon,3,0,2923047,0,0,0,37.456,126.7052,69.79018811534675,84.15875625674168,69.44807935007545,56.44794626976576,#A0A0A0,#dbb40c
285,South Korea,Seoul,3,1,9776305,0,2,1988,37.5666791,126.97829140000002,25.776609874589635,24.85601666478286,24.139999723822037,21.99194890093957,#e50000,#dbb40c
286,South Korea,Ulsan,3,0,1165646,0,0,0,35.5391697,129.3119136,15.44208104347289,27.45258852172958,3.4315735652161976,39.46309599998627,#A0A0A0,#dbb40c
287,Spain,Barcelona,0,0,1620576,0,2,1992,41.3828939,2.1774322,131.4347491262366,146.24429832355904,130.81768457634817,156.73439567166244,#e50000,#7e1e9c
289,Spain,Madrid,3,1,3203157,0,1,2020,40.4167047,-3.7035825,63.06278462154681,73.36512072308662,65.24812864308556,77.73580876616414,#ff878c,#dbb40c
290,Spain,Sevilla,0,0,689072,0,1,2008,37.3886303,-5.9953403,120.45185408781666,204.62302923351987,95.78099240717951,194.46443912972808,#ff878c,#7e1e9c
293,Sweden,Stockholm,2,1,789024,1,2,2026,59.3251172,18.0710935,186.3061199659326,300.3710913736464,244.60599424098632,267.4189885225291,#e50000,#f97306
296,Switzerland,Bern,2,1,418225,1,0,2010,46.9482713,7.4514512,143.4634467093072,418.43505290214597,196.06671050271984,260.6252615219081,#75bbfd,#f97306
299,Switzerland,Lausanne,2,0,420757,0,1,1960,46.5218269,6.6327025,130.71677951881966,437.3070442084148,175.87348517077552,363.630313934171,#ff878c,#f97306
302,Switzerland,Zürich,0,0,1369041,0,0,0,47.3723941,8.5423328,86.92215938017927,175.30519538859681,136.5919647402817,135.86152642616256,#A0A0A0,#7e1e9c
303,Syria,Al-Hasakeh,3,0,1392000,0,0,0,36.5013738,40.7469948,0.0,2.1551724137931036,0.0,7.183908045977011,#A0A0A0,#dbb40c
304,Syria,Aleppo,3,0,4450000,0,0,0,36.19924,37.1637253,1.348314606741573,1.1235955056179774,0.0,0.2247191011235955,#A0A0A0,#dbb40c
305,Syria,Damascus,3,1,2529000,0,0,0,33.5130695,36.3095814,1.5816528272044286,6.326611308817714,2.372479240806643,2.372479240806643,#A0A0A0,#dbb40c
306,Syria,Deir El-Zor,3,0,1111000,0,0,0,35.3333335,40.14999990000001,0.0,2.7002700270027002,0.0,0.9000900090009001,#A0A0A0,#dbb40c
307,Syria,Hama,3,0,1508000,0,0,0,35.13433679999999,36.7496276,1.3262599469496021,4.641909814323607,0.6631299734748011,4.641909814323607,#A0A0A0,#dbb40c
308,Syria,Homs,3,0,1667000,0,0,0,34.7333334,36.71666670000001,0.5998800239952009,3.599280143971206,1.1997600479904018,5.9988002399520095,#A0A0A0,#dbb40c
309,Syria,Idleb,3,0,1376000,0,0,0,35.9333588,36.642062185877386,0.0,7.267441860465117,0.7267441860465116,5.087209302325581,#A0A0A0,#dbb40c
310,Thailand,Bangkok,3,1,8305218,0,1,2008,13.7538929,100.8160803,19.26499701753765,29.138307989025694,28.897495526306475,24.5628711973605,#ff878c,#dbb40c
311,Thailand,Chon Buri,0,0,1158989,0,0,0,13.3658434,100.9889619,33.65001738584232,206.2142091081106,57.80900422695988,120.79493420558781,#A0A0A0,#7e1e9c
312,Thailand,Samut Prakan,0,0,1082993,0,0,0,13.6531651,100.8182578,103.41710426567855,214.22114455033412,146.81535337716866,131.11811433684244,#A0A0A0,#7e1e9c
313,Togo,Lome,3,1,1788600,0,0,0,6.130419,1.215829,3.3545790003354576,6.150061500615006,3.9136755003913675,7.827351000782735,#A0A0A0,#dbb40c
314,Tunisia,Tunis,3,1,1056247,0,0,0,33.8439408,9.400138,0.0,5.680489506715759,0.9467482511192932,1.8934965022385863,#A0A0A0,#dbb40c
315,Turkey,Adana,0,0,2216475,0,0,0,37.1438001,35.4984094,91.13569970335782,110.0847065723728,53.23768596532783,114.14520804430458,#A0A0A0,#7e1e9c
316,Turkey,Ankara,3,1,5445026,0,0,0,39.9207774,32.854067,45.54615533516277,43.70961681358363,41.68942443984657,53.81057868226892,#A0A0A0,#dbb40c
317,Turkey,Antalya,0,0,2364396,0,0,0,36.9279654,30.7276865,107.42701307226031,103.1976031087855,103.1976031087855,115.46289200286247,#A0A0A0,#7e1e9c
318,Turkey,Aydın,0,0,1080839,0,0,0,37.84130070000001,27.832837400000006,122.127347366259,226.67575836919283,76.79219569242044,230.3765870772613,#A0A0A0,#7e1e9c
319,Turkey,Balıkesir,0,0,1204824,0,0,0,39.5400798,28.0228793,90.46964535899019,200.85921263188646,44.81982430628872,198.36922239264823,#A0A0A0,#7e1e9c
320,Turkey,Bursa,0,0,2936803,0,0,0,40.182737,29.0678352,79.3379739805496,83.42404989371096,67.7607588932591,97.38480926367892,#A0A0A0,#7e1e9c
321,Turkey,Denizli,0,0,1018735,0,0,0,37.82758920000001,29.2389539,162.94718449842205,242.45755765729066,96.19773542677929,250.31043401866037,#A0A0A0,#7e1e9c
322,Turkey,Diyarbakir,0,0,1699901,0,0,0,38.0814716,40.42977670000001,86.47562416870159,140.00815341599304,55.885607455963616,124.12487550745604,#A0A0A0,#7e1e9c
323,Turkey,Erzurum,0,0,760476,1,0,2026,39.7581897,41.4032241,139.38638431719082,247.213587279546,67.06326037902578,295.86732520158426,#75bbfd,#7e1e9c
324,Turkey,Gaziantep,0,0,2005515,0,0,0,36.9666307,37.4074178,113.6865094501911,119.67000994756958,41.884503481649354,129.64251077653373,#A0A0A0,#7e1e9c
325,Turkey,Hatay,0,0,1575226,0,0,0,36.2025939,36.1603945,74.2750564046048,156.80289685416568,55.23017014701383,142.8366469319323,#A0A0A0,#7e1e9c
326,Turkey,Istanbul,3,0,15029231,0,1,2020,41.0766019,29.052495,16.368102932212565,16.101954917054638,16.101954917054638,17.49923199663376,#ff878c,#dbb40c
327,Turkey,İZmir,3,0,4279677,0,0,0,38.4147331,27.1434119,55.61167349778967,54.6770235230369,51.40574861140222,61.68689833368266,#A0A0A0,#dbb40c
328,Turkey,Kahramanmaraş,0,0,1127623,0,0,0,37.7830345,36.830655,85.13483673178004,161.40146130399964,22.17053039890105,211.063449397538,#A0A0A0,#7e1e9c
329,Turkey,Kayseri,0,0,1376722,0,0,0,38.6582232,35.55463740000001,106.04900626270228,170.69531829955503,45.03450950881877,181.5907641484628,#A0A0A0,#7e1e9c
330,Turkey,Kocaeli,0,0,1883270,0,0,0,40.82165360000001,29.9507184,107.79123545747557,129.5618790720396,49.38219161352329,131.68584430272875,#A0A0A0,#7e1e9c
331,Turkey,Konya,0,0,2180149,0,0,0,37.8719963,32.484401500000004,84.39790124436449,111.9189559979616,47.24447732700838,121.09264091582732,#A0A0A0,#7e1e9c
332,Turkey,Manisa,0,0,1413041,0,0,0,38.6155029,27.4255716,128.09253234690289,174.80030657284536,132.3386936401704,147.90795171548453,#A0A0A0,#7e1e9c
333,Turkey,Mersin,3,0,1793931,0,0,0,36.8328277,33.9685895,2.229740162804478,24.52714179084926,4.459480325608956,32.88866740136605,#A0A0A0,#dbb40c
334,Turkey,Samsun,0,0,1312990,0,0,0,41.2303557,35.9683338,37.3194007570507,162.98677065324182,38.08102118066398,117.28954523644506,#A0A0A0,#7e1e9c
335,Turkey,Tekirdağ,0,0,1005463,0,0,0,41.1185843,27.4144196,92.4947014460005,246.65253718933465,119.34800186580709,203.88616985408711,#A0A0A0,#7e1e9c
336,Turkey,Van,3,0,1106891,0,0,0,38.3249599,43.6589825,31.620096287710354,43.36470348028848,5.42058793503606,69.56421183296278,#A0A0A0,#dbb40c
337,Turkey,Şanlıurfa,0,0,1985753,0,0,0,37.2595198,39.0408174,60.43047649934307,108.27127039465634,24.67577790389842,115.82507995707421,#A0A0A0,#7e1e9c
338,Uganda,Kampala,3,1,1507114,0,0,0,0.31771370000000004,32.5813539,9.289277387112056,38.48414917517852,31.848951041527048,31.185431228161903,#A0A0A0,#dbb40c
339,Ukraine,Kharkiv,0,0,1430515,0,0,0,49.9902794,36.2303893,84.58492221332877,116.04212468936012,59.41916023250368,151.69362082886232,#A0A0A0,#7e1e9c
340,Ukraine,Kyiv,0,1,2893215,0,0,0,50.4500336,30.524136100000003,79.49633884795979,74.31179501004937,70.16415993972105,91.93924405894481,#A0A0A0,#7e1e9c
341,Ukraine,Lviv,2,0,750044,1,0,2022,49.841952,24.0315921,133.3255115699879,294.6493805696732,130.65900133858813,283.98333964407425,#75bbfd,#f97306
342,United Arab Emirates,Dubai,0,0,1089000,0,0,0,25.0657,55.1713,120.29384756657484,215.79430670339764,216.712580348944,198.3471074380165,#A0A0A0,#7e1e9c
343,United Kingdom,Birmingham,0,0,1085810,0,1,1992,52.479699200000006,-1.9026911,91.17617262688684,181.43137381309805,201.6927455079618,149.1973733894512,#ff878c,#7e1e9c
344,United Kingdom,Glasgow,0,0,1209143,0,0,0,55.8609825,-4.2488787000000015,74.43288345547218,112.47635722160241,80.22210772423112,113.30338925999655,#A0A0A0,#7e1e9c
345,United Kingdom,London,3,1,8135667,0,2,2012,51.5073219,-0.1276474,29.991394682206142,26.918505882799774,29.74556357825363,30.728887994063673,#e50000,#dbb40c
346,United Kingdom,Manchester,2,0,510746,0,1,2000,53.4794892,-2.2451148,199.7078782800061,432.70040294001325,442.4900048164841,399.4157565600122,#ff878c,#f97306
347,United Republic of Tanzania,Arusha,3,0,1000923,0,0,0,-3.427534,36.70858481848994,3.996311404573579,14.98616776715092,4.995389255716973,8.991700660290553,#A0A0A0,#dbb40c
348,United Republic of Tanzania,Dar Es Salaam,3,0,5147070,0,0,0,-6.8160837,39.2803583,2.5257088013180313,8.93712345081765,5.4399881874542215,6.02284406468146,#A0A0A0,#dbb40c
350,United States of America,Atlanta Ga,5,0,472522,0,2,1996,33.749098700000005,-84.39018490000002,410.56289442607965,461.35418033446064,503.6802519247781,474.0520018115559,#e50000,#b9a281
351,United States of America,Baltimore Md,2,0,614664,0,1,1948,39.2908816,-76.610759,274.94696289354835,351.4115028698606,395.3379407285932,361.1729335051345,#ff878c,#f97306
353,United States of America,Boston Ma,2,0,673184,0,1,2024,42.3602534,-71.0582912,335.71802063031805,337.2034985977088,355.02923420639826,395.13713932594953,#ff878c,#f97306
354,United States of America,Chicago Il,0,0,2704958,0,1,2016,41.87556160000001,-87.6244212,93.53195132789493,86.1381211833973,90.57441927009587,80.96244008224896,#ff878c,#7e1e9c
355,United States of America,Cleveland Oh,5,0,385809,0,1,1920,41.5051613,-81.6934446,430.26471647887945,583.1901277575173,598.7418644977178,531.3510052901825,#ff878c,#b9a281
356,United States of America,Colorado Springs Co,2,0,465101,1,0,1956,38.8339578,-104.8253485,184.9060741645363,410.6634902956562,154.80508534705368,449.36476163241963,#75bbfd,#f97306
357,United States of America,Dallas Tx,0,0,1317929,0,0,0,32.7762719,-96.7968559,133.54285397771807,154.78830801962775,182.86265800357987,146.4418796460204,#A0A0A0,#7e1e9c
358,United States of America,Denver Co,2,0,693060,2,0,1976,39.7348381,-104.9653271,290.01818024413467,313.1042045421753,357.8333766196289,328.97584624707815,#0504aa,#f97306
359,United States of America,Detroit Mi,2,0,672795,0,1,1972,42.3315509,-83.04664029999998,258.62261164247656,352.2618330992353,362.6661910388751,283.8903380673162,#ff878c,#f97306
361,United States of America,Houston Tx,0,0,2303482,0,0,0,29.7589382,-95.3676974,79.44494465335522,88.5615776463632,101.1512136843266,85.52269998202722,#A0A0A0,#7e1e9c
363,United States of America,Los Angeles Ca,3,0,3976322,0,2,2028,34.0536909,-118.2427666,58.84835282454489,53.06411301700415,62.11770575924184,59.85430757368241,#e50000,#dbb40c
364,United States of America,Minneapolis Mn,5,0,413651,1,1,1956,44.9772995,-93.2654692,522.1793250832222,558.4417782140016,594.704231344781,531.8493125847634,#ff878c,#b9a281
365,United States of America,New York Ny,3,0,8537673,0,1,2012,40.7127281,-74.0060152,32.561565663149665,27.05655276326465,28.57921590578604,30.453262850427745,#ff878c,#dbb40c
366,United States of America,Philadelphia Pa,0,0,1567872,0,1,1956,39.9527237,-75.16352619999998,143.50661278471713,147.97126296024166,152.43591313576619,139.04196260919258,#ff878c,#7e1e9c
367,United States of America,Phoenix Az,0,0,1615017,0,0,0,33.448436699999995,-112.0741417,116.4074433891408,133.12553366311315,144.89011570776034,134.98309924911007,#A0A0A0,#7e1e9c
368,United States of America,Salt Lake City Ut,4,0,193744,2,0,2002,40.7596198,-111.8867975,578.0824180361715,1042.6129325295235,670.9885209348419,1011.6442315633001,#0504aa,#7f4e1e
369,United States of America,San Antonio Tx,0,0,1492510,0,0,0,29.4246002,-98.4951405,100.50183918365705,131.99241546120294,152.09278329793435,142.71261164079303,#A0A0A0,#7e1e9c
370,United States of America,San Diego Ca,0,0,1406630,0,0,0,32.7174209,-117.1627714,150.71482905952524,164.2222901544827,169.19872318946702,157.1131001045051,#A0A0A0,#7e1e9c
371,United States of America,San Francisco Ca,2,0,870887,0,1,1956,37.7790262,-122.4199061,282.470630518081,266.3950661796536,283.61888511368295,292.8049218784986,#ff878c,#f97306
372,United States of America,San Jose Ca,0,0,1025350,0,0,0,37.3361905,-121.8905833,182.37674940264301,207.7339445067538,143.36568001170332,237.96752328473204,#A0A0A0,#7e1e9c
374,United States of America,St. Louis Mo,4,0,311404,0,2,1904,38.6529545,-90.24111656024635,533.0695816367163,712.9002838756085,770.7030095952525,712.9002838756085,#e50000,#7f4e1e
376,Uruguay,Montevideo,0,1,1381946,0,0,0,-34.9059039,-56.1913569,63.67832028168973,120.84408508002484,42.69341927976926,119.39685052816824,#A0A0A0,#7e1e9c
377,Uzbekistan,Tashkent,3,1,2464933,0,1,2000,41.3123363,69.2787079,21.095908083505716,52.7397702087643,23.935741863977643,31.643862125258575,#ff878c,#dbb40c
378,Venezuela,Caracas,3,1,2082130,0,0,0,10.506098,-66.9146017,40.82357969963451,79.24577235811405,0.0,78.76549494988305,#A0A0A0,#dbb40c
379,Venezuela,Maracaibo,3,0,1653215,0,0,0,10.6499149,-71.6396282,10.887876047580018,36.29292015860006,22.985516100446706,47.78567820882341,#A0A0A0,#dbb40c
380,Yemen,Sana'A,3,1,2022867,0,0,0,15.353856900000002,44.2058841,1.4830436207620175,2.4717393679366957,0.4943478735873392,2.966087241524035,#A0A0A0,#dbb40c
381,Zambia,Lusaka,3,1,1747152,0,0,0,-15.4164488,28.2821535,2.2894401860856983,20.03260162824986,5.723600465214246,4.006520325649972,#A0A0A0,#dbb40c
382,Zimbabwe,Harare,3,1,1485231,0,0,0,-17.831773000000005,31.045686,3.3664796923845515,20.19887815430731,4.713071569338372,8.079551261722925,#A0A0A0,#dbb40c
